'Post%20SG%20Heidelberg','311,BaTTV','Post SG Heidelberg'
'Post%20SG%20Mannheim','512,BaTTV','Post SG Mannheim'
'Post%20S%C3%BCdstadt%20Karlsruhe','420,BaTTV','Post Südstadt Karlsruhe'
'RSV%20Leimen','318,BaTTV','RSV Leimen'
'SC%20Gr%C3%BCnenw%C3%B6rt','1008,BaTTV','SC Grünenwört'
'SC%20Wettersbach','444,BaTTV','SC Wettersbach'
'SG%2005%20Wiesenbach/Neckarsteinach','352,BaTTV','SG 05 Wiesenbach/Neckarsteinach'
'SG%20ASV/SCW%20Gr%C3%BCnwettersbach','450,BaTTV','SG ASV/SCW Grünwettersbach'
'SG%20DJK%20Karlsruhe%20Ost/Polizei%20SV%20Karlsruhe','452,BaTTV','SG DJK Karlsruhe Ost/Polizei SV Karlsruhe'
'SG%20DJK%20R%C3%BCppurr-TS%20Durlach','454,BaTTV','SG DJK Rüppurr-TS Durlach'
'SG%20D%C3%B6rlesberg/Niklashausen','1026,BaTTV','SG Dörlesberg/Niklashausen'
'SG%20Graben/Ru%C3%9Fheim','144,BaTTV','SG Graben/Rußheim'
'SG%20Hambr%C3%BCcken/Weiher','143,BaTTV','SG Hambrücken/Weiher'
'SG%20Heidelberg-Neuenheim','345,BaTTV','SG Heidelberg-Neuenheim'
'SG%20Langenbr%C3%BCcken/Mingolsheim','142,BaTTV','SG Langenbrücken/Mingolsheim'
'SG%20Neuenb%C3%BCrg/Unter%C3%B6wisheim','126,BaTTV','SG Neuenbürg/Unteröwisheim'
'SG%20Nu%C3%9Floch','326,BaTTV','SG Nußloch'
'SG%20Stra%C3%9Fenbahner%20Karlsruhe','421,BaTTV','SG Straßenbahner Karlsruhe'
'SG%20Stupferich','442,BaTTV','SG Stupferich'
'SG%20TTC%20Wiesloch-Bai/TV%20Dielheim','353,BaTTV','SG TTC Wiesloch-Bai/TV Dielheim'
'SG%20Waibstadt','933,BaTTV','SG Waibstadt'
'SG%20Waldbrunn','621,BaTTV','SG Waldbrunn'
'SG%20Wiesenbach','337,BaTTV','SG Wiesenbach'
'Spfr.%20Ha%C3%9Fmersheim','604,BaTTV','Spfr. Haßmersheim'
'SpG%20Walld%C3%BCrn','220,BaTTV','SpG Walldürn'
'Spvgg%20Hainstadt','205,BaTTV','Spvgg Hainstadt'
'SpVgg%20llvesheim','1107,BaTTV','SpVgg llvesheim'
'Spvgg%20Neckarelz','613,BaTTV','Spvgg Neckarelz'
'Spvgg%20Schwarz-Wei%C3%9F%20Bruchsal','103,BaTTV','Spvgg Schwarz-Weiß Bruchsal'
'Spvgg%20Sindolsheim','217,BaTTV','Spvgg Sindolsheim'
'SSC%20Karlsruhe','422,BaTTV','SSC Karlsruhe'
'SSV%20Mannheim','513,BaTTV','SSV Mannheim'
'SSV%20Vogelstang','514,BaTTV','SSV Vogelstang'
'SSV%20Wagh%C3%A4usel','134,BaTTV','SSV Waghäusel'
'SV%2002%20Altneudorf','301,BaTTV','SV 02 Altneudorf'
'SV%2062%20Bruchsal','104,BaTTV','SV 62 Bruchsal'
'SV%20Adelshofen','936,BaTTV','SV Adelshofen'
'SV%20B%C3%BCchenbronn','703,BaTTV','SV Büchenbronn'
'SV%20Dertingen','1003,BaTTV','SV Dertingen'
'SV%20Eichelberg','906,BaTTV','SV Eichelberg'
'SV%20Eintracht%20Nassig','1014,BaTTV','SV Eintracht Nassig'
'SV%20Germania%20Adelsheim','201,BaTTV','SV Germania Adelsheim'
'SV%20Germania%20Obrigheim','619,BaTTV','SV Germania Obrigheim'
'SV%20Hohenwettersbach','415,BaTTV','SV Hohenwettersbach'
'SV%20Karlsruhe-Beiertheim','425,BaTTV','SV Karlsruhe-Beiertheim'
'SV%20M%C3%B6rtelstein','608,BaTTV','SV Mörtelstein'
'SV%20Neckarburken','612,BaTTV','SV Neckarburken'
'SV%20Neunkirchen','617,BaTTV','SV Neunkirchen'
'SV%20Niklashausen','1015,BaTTV','SV Niklashausen'
'SV%20Rippberg','221,BaTTV','SV Rippberg'
'SV%20Rippenweier','1112,BaTTV','SV Rippenweier'
'SV%20Sattelbach','620,BaTTV','SV Sattelbach'
'SV%20Seckach','215,BaTTV','SV Seckach'
'SV%20Treschklingen','932,BaTTV','SV Treschklingen'
'SV%20Viktoria%20Wertheim%202000','1021,BaTTV','SV Viktoria Wertheim 2000'
'SV%20Waldhilsbach','336,BaTTV','SV Waldhilsbach'
'SV%20Zwingenberg','622,BaTTV','SV Zwingenberg'
'TB%2009%20Dilsberg','304,BaTTV','TB 09 Dilsberg'
'TB%201889%20Rohrbach','328,BaTTV','TB 1889 Rohrbach'
'TB%20Neulussheim','808,BaTTV','TB Neulussheim'
'TB%20Wilferdingen','735,BaTTV','TB Wilferdingen'
'TG%201889%20Sandhausen','330,BaTTV','TG 1889 Sandhausen'
'TG%20Eggenstein','406,BaTTV','TG Eggenstein'
'TG%20Karlsruhe-Aue%201895','424,BaTTV','TG Karlsruhe-Aue 1895'
'TG%20Laudenbach','1109,BaTTV','TG Laudenbach'
'TG%20S%C3%B6llingen','438,BaTTV','TG Söllingen'
'TS%20Durlach','405,BaTTV','TS Durlach'
'TS%20M%C3%BChlburg','448,BaTTV','TS Mühlburg'
'TSG%201902%20Wilhelmsfeld','340,BaTTV','TSG 1902 Wilhelmsfeld'
'TSG%2078%20Heidelberg','313,BaTTV','TSG 78 Heidelberg'
'TSG%20Blankenloch','401,BaTTV','TSG Blankenloch'
'TSG%20Eintracht%20Plankstadt','812,BaTTV','TSG Eintracht Plankstadt'
'TSG%20L%C3%BCtzelsachsen','1111,BaTTV','TSG Lützelsachsen'
'TSG%20Niefern','721,BaTTV','TSG Niefern'
'TSG%20Rohrbach%201889','329,BaTTV','TSG Rohrbach 1889'
'TSG%20Seckenheim','520,BaTTV','TSG Seckenheim'
'TSG%20Ziegelhausen','341,BaTTV','TSG Ziegelhausen'
'TSV%20%20Wieblingen','343,BaTTV','TSV  Wieblingen'
'TSV%201863%20Tauberbischofsheim','1019,BaTTV','TSV 1863 Tauberbischofsheim'
'TSV%201898%20Neudenau','616,BaTTV','TSV 1898 Neudenau'
'TSV%2047%20Sch%C3%B6nau','518,BaTTV','TSV 47 Schönau'
'TSV%20Amicitia%20Viernheim','1115,BaTTV','TSV Amicitia Viernheim'
'TSV%20Assamstadt','1001,BaTTV','TSV Assamstadt'
'TSV%20Badenia%20Feudenheim','515,BaTTV','TSV Badenia Feudenheim'
'TSV%20Diedelsheim','106,BaTTV','TSV Diedelsheim'
'TSV%20Gaiberg','309,BaTTV','TSV Gaiberg'
'TSV%20Gerchsheim','1005,BaTTV','TSV Gerchsheim'
'TSV%20Germania%20D%C3%BChren','905,BaTTV','TSV Germania Dühren'
'TSV%20Graben','111,BaTTV','TSV Graben'
'TSV%20H%C3%B6pfingen','208,BaTTV','TSV Höpfingen'
'TSV%20J%C3%B6hlingen','115,BaTTV','TSV Jöhlingen'
'TSV%20Karlsdorf','116,BaTTV','TSV Karlsdorf'
'TSV%20Meckesheim','918,BaTTV','TSV Meckesheim'
'TSV%20Neckarau','516,BaTTV','TSV Neckarau'
'TSV%20Neunstetten','211,BaTTV','TSV Neunstetten'
'TSV%20Oberwittstadt','212,BaTTV','TSV Oberwittstadt'
'TSV%20Rettigheim','327,BaTTV','TSV Rettigheim'
'TSV%20Sandhofen','517,BaTTV','TSV Sandhofen'
'TSV%20Schweigern','1018,BaTTV','TSV Schweigern'
'TSV%20Sulzbach','1114,BaTTV','TSV Sulzbach'
'TSV%20Untergrombach','131,BaTTV','TSV Untergrombach'
'TSV%20Wiesental','137,BaTTV','TSV Wiesental'
'TSV%20Wurmberg/Neub%C3%A4rental','738,BaTTV','TSV Wurmberg/Neubärental'
'TTC%201982%20Lobbach','319,BaTTV','TTC 1982 Lobbach'
'TTC%2064%20Heidelberg','314,BaTTV','TTC 64 Heidelberg'
'TTC%2075%20Neckarsteinach','324,BaTTV','TTC 75 Neckarsteinach'
'TTC%20Bammental','302,BaTTV','TTC Bammental'
'TTC%20Bilfingen','701,BaTTV','TTC Bilfingen'
'TTC%20Bobstadt','1002,BaTTV','TTC Bobstadt'
'TTC%20Daisbach','904,BaTTV','TTC Daisbach'
'TTC%20Dietlingen','704,BaTTV','TTC Dietlingen'
'TTC%20Edingen','803,BaTTV','TTC Edingen'
'TTC%20Eisingen','706,BaTTV','TTC Eisingen'
'TTC%20Ersingen','708,BaTTV','TTC Ersingen'
'TTC%20Eutingen','709,BaTTV','TTC Eutingen'
'TTC%20Flehingen','107,BaTTV','TTC Flehingen'
'TTC%20Forchheim','410,BaTTV','TTC Forchheim'
'TTC%20Gemmingen','911,BaTTV','TTC Gemmingen'
'TTC%20Gondelsheim','110,BaTTV','TTC Gondelsheim'
'TTC%20Haag','912,BaTTV','TTC Haag'
'TTC%20Hamberg','710,BaTTV','TTC Hamberg'
'TTC%20Heddesheim','1104,BaTTV','TTC Heddesheim'
'TTC%20Hirschhorn','317,BaTTV','TTC Hirschhorn'
'TTC%20Hockenheim','804,BaTTV','TTC Hockenheim'
'TTC%20Hoffenheim','914,BaTTV','TTC Hoffenheim'
'TTC%20Ittlingen','915,BaTTV','TTC Ittlingen'
'TTC%20Karlsruhe-Neureut','432,BaTTV','TTC Karlsruhe-Neureut'
'TTC%20Kirchardt','916,BaTTV','TTC Kirchardt'
'TTC%20Korb','210,BaTTV','TTC Korb'
'TTC%20Kronau','118,BaTTV','TTC Kronau'
'TTC%20Landshausen','917,BaTTV','TTC Landshausen'
'TTC%20Langensteinbach','428,BaTTV','TTC Langensteinbach'
'TTC%20Limbach','606,BaTTV','TTC Limbach'
'TTC%20Mutschelbach','718,BaTTV','TTC Mutschelbach'
'TTC%20Neckargerach/Guttenbach','624,BaTTV','TTC Neckargerach/Guttenbach'
'TTC%20Neidenstein','921,BaTTV','TTC Neidenstein'
'TTC%20Neuhausen','719,BaTTV','TTC Neuhausen'
'TTC%20Oberacker','122,BaTTV','TTC Oberacker'
'TTC%20Obersch%C3%BCpf','1017,BaTTV','TTC Oberschüpf'
'TTC%20Odenheim','141,BaTTV','TTC Odenheim'
'TTC%20Reihen','924,BaTTV','TTC Reihen'
'TTC%20Reilingen','813,BaTTV','TTC Reilingen'
'TTC%20Schefflenz-Auerbach','625,BaTTV','TTC Schefflenz-Auerbach'
'TTC%20Schwarz-Gold%20St.%20Ilgen','333,BaTTV','TTC Schwarz-Gold St. Ilgen'
'TTC%20Schwarz-Rot%20Hilsbach','913,BaTTV','TTC Schwarz-Rot Hilsbach'
'TTC%20Siegelsbach','927,BaTTV','TTC Siegelsbach'
'TTC%20Staffort','441,BaTTV','TTC Staffort'
'TTC%20Tiefenbach','931,BaTTV','TTC Tiefenbach'
'TTC%20Tiefenbronn','733,BaTTV','TTC Tiefenbronn'
'TTC%20Waldangelloch','934,BaTTV','TTC Waldangelloch'
'TTC%20Weingarten','443,BaTTV','TTC Weingarten'
'TTC%20Weinheim','1117,BaTTV','TTC Weinheim'
'TTC%20Wiesloch-Baiertal','338,BaTTV','TTC Wiesloch-Baiertal'
'TTC%20W%C3%B6schbach','445,BaTTV','TTC Wöschbach'
'TTC%20Zaisenhausen','138,BaTTV','TTC Zaisenhausen'
'TTF%2003%20Rheinstetten','449,BaTTV','TTF 03 Rheinstetten'
'TTF%2068%20Wiesloch','339,BaTTV','TTF 68 Wiesloch'
'TTF%20Eschelbach-Angelbachtal','909,BaTTV','TTF Eschelbach-Angelbachtal'
'TTF%20Hemsbach','1106,BaTTV','TTF Hemsbach'
'TTF%20Ispringen','713,BaTTV','TTF Ispringen'
'TTF%20Obergrombach','123,BaTTV','TTF Obergrombach'
'TTF%20Pforzheim','729,BaTTV','TTF Pforzheim'
'TTF%20Ruit','129,BaTTV','TTF Ruit'
'TTF%20Schwarz-Wei%C3%9F%20Sp%C3%B6ck','439,BaTTV','TTF Schwarz-Weiß Spöck'
'TTG%201947%20Walldorf','335,BaTTV','TTG 1947 Walldorf'
'TTG%202007%20K%C3%A4mpfelbach%20e.V.','741,BaTTV','TTG 2007 Kämpfelbach e.V.'
'TTG%20Birkenau','1119,BaTTV','TTG Birkenau'
'TTG%20EK%20Oftersheim','810,BaTTV','TTG EK Oftersheim'
'TTG%20Huttenheim','114,BaTTV','TTG Huttenheim'
'TTG%20Kleinsteinbach/Singen','742,BaTTV','TTG Kleinsteinbach/Singen'
'TTG%20K%C3%B6nigsbach-Stein','739,BaTTV','TTG Königsbach-Stein'
'TTG%20Neckarbischofsheim','920,BaTTV','TTG Neckarbischofsheim'
'TTG%20W%C3%B6ssingen','736,BaTTV','TTG Wössingen'
'TTG/ESV%20Pforzheim-Haidach','730,BaTTV','TTG/ESV Pforzheim-Haidach'
'TTIG%20Gochsheim','109,BaTTV','TTIG Gochsheim'
'TTSG%20Ittlingen/Kirchardt','940,BaTTV','TTSG Ittlingen/Kirchardt'
'TTV%20%20Eschelbronn','910,BaTTV','TTV  Eschelbronn'
'TTV%20Ettlingen','407,BaTTV','TTV Ettlingen'
'TTV%20Ettlingenweier','408,BaTTV','TTV Ettlingenweier'
'TTV%20Friedrichstal','411,BaTTV','TTV Friedrichstal'
'TTV%20Heidelberg','315,BaTTV','TTV Heidelberg'
'TTV%20Hohenwart','711,BaTTV','TTV Hohenwart'
'TTV%20Krebsbach%20Obergimpern%20e.V.','922,BaTTV','TTV Krebsbach Obergimpern e.V.'
'TTV%20Leutershausen','1110,BaTTV','TTV Leutershausen'
'TTV%20M%C3%BChlhausen','322,BaTTV','TTV Mühlhausen'
'TTV%20N%C3%BCstenbach','618,BaTTV','TTV Nüstenbach'
'TTV%20Oberlauda','1016,BaTTV','TTV Oberlauda'
'TTV%20Rohrbach','925,BaTTV','TTV Rohrbach'
'TTV%20Sulzfeld','930,BaTTV','TTV Sulzfeld'
'TTV%20Weinheim-West','1118,BaTTV','TTV Weinheim-West'
'TTV%20Zeutern','139,BaTTV','TTV Zeutern'
'TV%201846%20Bretten','102,BaTTV','TV 1846 Bretten'
'TV%201846%20Eberbach','307,BaTTV','TV 1846 Eberbach'
'TV%201846%20Mosbach','609,BaTTV','TV 1846 Mosbach'
'TV%201865%20Eppingen','908,BaTTV','TV 1865 Eppingen'
'TV%201877%20Waldhof','521,BaTTV','TV 1877 Waldhof'
'TV%201895%20e.V.%20Bad%20Rappenau','923,BaTTV','TV 1895 e.V. Bad Rappenau'
'TV%20Aglasterhausen','902,BaTTV','TV Aglasterhausen'
'TV%20Altlussheim','801,BaTTV','TV Altlussheim'
'TV%20Br%C3%BChl','802,BaTTV','TV Brühl'
'TV%20Busenbach','403,BaTTV','TV Busenbach'
'TV%20Dielheim','303,BaTTV','TV Dielheim'
'TV%20Engelsbrand','707,BaTTV','TV Engelsbrand'
'TV%20Forst','108,BaTTV','TV Forst'
'TV%20Gorxheim','1102,BaTTV','TV Gorxheim'
'TV%20Gro%C3%9Fsachsen','1103,BaTTV','TV Großsachsen'
'TV%20Hambr%C3%BCcken','140,BaTTV','TV Hambrücken'
'TV%20Hardheim','206,BaTTV','TV Hardheim'
'TV%20Heidelsheim','112,BaTTV','TV Heidelsheim'
'TV%20Helmsheim','113,BaTTV','TV Helmsheim'
'TV%20Huchenfeld','712,BaTTV','TV Huchenfeld'
'TV%20Kieselbronn','715,BaTTV','TV Kieselbronn'
'TV%20Kirrlach','117,BaTTV','TV Kirrlach'
'TV%20Knielingen','427,BaTTV','TV Knielingen'
'TV%20Linkenheim','429,BaTTV','TV Linkenheim'
'TV%20Malsch','430,BaTTV','TV Malsch'
'TV%20Mauer','321,BaTTV','TV Mauer'
'TV%20M%C3%B6rsch','431,BaTTV','TV Mörsch'
'TV%20Neckargem%C3%BCnd','323,BaTTV','TV Neckargemünd'
'TV%20Neckarhausen','807,BaTTV','TV Neckarhausen'
'TV%20Neckarzimmern','615,BaTTV','TV Neckarzimmern'
'TV%20Neulingen','720,BaTTV','TV Neulingen'
'TV%20Oberhausen','124,BaTTV','TV Oberhausen'
'TV%20%C3%96schelbronn','723,BaTTV','TV Öschelbronn'
'TV%20Ottenhausen','724,BaTTV','TV Ottenhausen'
'TV%20Schlierbach','344,BaTTV','TV Schlierbach'
'TV%20Schluttenbach','436,BaTTV','TV Schluttenbach'
'TV%20Schwetzingen','814,BaTTV','TV Schwetzingen'
'TV%20Sinsheim','929,BaTTV','TV Sinsheim'
'TV%20Sp%C3%B6ck','440,BaTTV','TV Spöck'
'TV%20Viernheim','1116,BaTTV','TV Viernheim'
'TVE%20Weiher','135,BaTTV','TVE Weiher'
'VfB%20Adersbach','901,BaTTV','VfB Adersbach'
'VfB%20Epfenbach','907,BaTTV','VfB Epfenbach'
'VfB%20Mosbach-Waldstadt%20e.V.','611,BaTTV','VfB Mosbach-Waldstadt e.V.'
'VfB%20Sennfeld','216,BaTTV','VfB Sennfeld'
'VfL%20Heiligkreuzsteinach','316,BaTTV','VfL Heiligkreuzsteinach'
'VfR%20Rheinsheim','128,BaTTV','VfR Rheinsheim'
'VFR%20Uissigheim%201946%20e.V.','1023,BaTTV','VFR Uissigheim 1946 e.V.'
'VSC%20Rot-Wei%C3%9F%20Mannheim','523,BaTTV','VSC Rot-Weiß Mannheim'
'VSV%20B%C3%BCchig','402,BaTTV','VSV Büchig'
'ttc%20berlin%20eastside','1110,BTTV','ttc berlin eastside'
'Akademie%20d.%20Wissenschaften','672,BTTV','Akademie d. Wissenschaften'
'ASV%20Berlin','52,BTTV','ASV Berlin'
'Berliner%20Verkehrs-Betriebe','3900,BTTV','Berliner Verkehrs-Betriebe'
'Bernauer%20TTC','31917,BTTV','Bernauer TTC'
'Blau-Wei%C3%9F%20Petershagen','31904,BTTV','Blau-Weiß Petershagen'
'BSC','616,BTTV','BSC'
'BSC%20Eintracht/S%C3%BCdring','0628,BTTV','BSC Eintracht/Südring'
'BSC%20Rehberge','640,BTTV','BSC Rehberge'
'BSG%20Kabelwerk%20K%C3%B6penick','6501,BTTV','BSG Kabelwerk Köpenick'
'BSV%2092','664,BTTV','BSV 92'
'BSV%20Chemie%20Wei%C3%9Fensee','674,BTTV','BSV Chemie Weißensee'
'BTTC%20Gr%C3%BCn-Wei%C3%9F','776,BTTV','BTTC Grün-Weiß'
'BTTC%20Meteor','780,BTTV','BTTC Meteor'
'CFC%20Hertha%2006%20Berlin','0962,BTTV','CFC Hertha 06 Berlin'
'CfL%20Berlin','1018,BTTV','CfL Berlin'
'Charlottenburger%20TSV','990,BTTV','Charlottenburger TSV'
'CTTC%2070','986,BTTV','CTTC 70'
'DJK%20Blau-Wei%C3%9F','1119,BTTV','DJK Blau-Weiß'
'Empor%20Brandenburger%20Tor','3644,BTTV','Empor Brandenburger Tor'
'ESV%20Lok%20Sch%C3%B6neweide','1167,BTTV','ESV Lok Schöneweide'
'Hertha%20BSC','1822,BTTV','Hertha BSC'
'K%C3%B6penicker%20SV-Ajax','2088,BTTV','Köpenicker SV-Ajax'
'KSF%20Anadol-Umut','2120,BTTV','KSF Anadol-Umut'
'Lichtenrader%20SC','2227,BTTV','Lichtenrader SC'
'L%C3%BCbarser%20TTC','2234,BTTV','Lübarser TTC'
'MTTV%20Violetta','2296,BTTV','MTTV Violetta'
'Olympischer%20SC','2492,BTTV','Olympischer SC'
'Omega%20TT%20Ostkreuz','2496,BTTV','Omega TT Ostkreuz'
'Pichelsberger%20Ruderges.','2528,BTTV','Pichelsberger Ruderges.'
'Pinguine','4744,BTTV','Pinguine'
'Polizei%20SV','2540,BTTV','Polizei SV'
'Pro%20Sport%20Berlin%2024','2586,BTTV','Pro Sport Berlin 24'
'Reha%20Sport','2669,BTTV','Reha Sport'
'Reinickendorfer%20F%C3%BCchse','2672,BTTV','Reinickendorfer Füchse'
'Saunafreunde','5071,BTTV','Saunafreunde'
'SC%20Berlin','3332,BTTV','SC Berlin'
'SC%20Charlottenburg','3376,BTTV','SC Charlottenburg'
'SC%20Eintracht%20Berlin','3389,BTTV','SC Eintracht Berlin'
'SC%20Siemensstadt','3452,BTTV','SC Siemensstadt'
'SC%20Sparta%2077','3456,BTTV','SC Sparta 77'
'Schwerh%C3%B6rigen%20SC','4396,BTTV','Schwerhörigen SC'
'SF%20Kladow','3564,BTTV','SF Kladow'
'SG%20Bergmann%20Borsig','3604,BTTV','SG Bergmann Borsig'
'SG%20Blau-Wei%C3%9F%20Buch','3612,BTTV','SG Blau-Weiß Buch'
'SG%20FEZ%20Wuhlheide','3656,BTTV','SG FEZ Wuhlheide'
'SG%20Gr%C3%BCne%20Trift','3673,BTTV','SG Grüne Trift'
'SG%20Rotation%20Prenz.%20Bg.','3752,BTTV','SG Rotation Prenz. Bg.'
'SG%20Rot-Wei%C3%9F%20Neuenhagen','31806,BTTV','SG Rot-Weiß Neuenhagen'
'Spandauer%20TTC','3176,BTTV','Spandauer TTC'
'SSV%20Friedrichshain','3202,BTTV','SSV Friedrichshain'
'SSV%20Rotation','3852,BTTV','SSV Rotation'
'SV%20Bau-Union','3876,BTTV','SV Bau-Union'
'SV%20Berliner%20B%C3%A4ren','3808,BTTV','SV Berliner Bären'
'SV%20Berliner%20Brauereien','3896,BTTV','SV Berliner Brauereien'
'SV%20Berlin-Friedrichstadt','3892,BTTV','SV Berlin-Friedrichstadt'
'SV%20Einheit%20Alexander','3926,BTTV','SV Einheit Alexander'
'SV%20Friesen','3976,BTTV','SV Friesen'
'SV%20Lichtenberg%2047','4011,BTTV','SV Lichtenberg 47'
'SV%20Luftfahrt','4016,BTTV','SV Luftfahrt'
'SV%20Motor%20Wildau','30208,BTTV','SV Motor Wildau'
'SV%20Sparta%20Lichtenberg','4086,BTTV','SV Sparta Lichtenberg'
'SV%20Stra%C3%9Fenwesen','4096,BTTV','SV Straßenwesen'
'SV%20Union-Viktoria','4161,BTTV','SV Union-Viktoria'
'Tennis%20Borussia%20Berlin','4601,BTTV','Tennis Borussia Berlin'
'Top%20Spin%20Bernau','31920,BTTV','Top Spin Bernau'
'TSC%20Berlin%201893','4848,BTTV','TSC Berlin 1893'
'TSG%20Landbau%20Sch%C3%B6neiche','31916,BTTV','TSG Landbau Schöneiche'
'TSG%20Obersch%C3%B6neweide','7275,BTTV','TSG Oberschöneweide'
'TSV%20GutsMuths','4916,BTTV','TSV GutsMuths'
'TSV%20Marienfelde','4932,BTTV','TSV Marienfelde'
'TSV%20Marzahner%20F%C3%BCchse','4940,BTTV','TSV Marzahner Füchse'
'TSV%20Rudow%201888','4956,BTTV','TSV Rudow 1888'
'TSV%20Staaken%2006','4968,BTTV','TSV Staaken 06'
'TSV%20Temp.-Mariendorf','4972,BTTV','TSV Temp.-Mariendorf'
'TSV%20Wittenau','4860,BTTV','TSV Wittenau'
'TTC%20Blau-Gold','4720,BTTV','TTC Blau-Gold'
'TTC%20Borussia%20Spandau','4722,BTTV','TTC Borussia Spandau'
'TTC%20D%C3%BCppel','4800,BTTV','TTC Düppel'
'TTC%20Gropiusstadt','4728,BTTV','TTC Gropiusstadt'
'TTC%20Heiligensee','4730,BTTV','TTC Heiligensee'
'TTC%20Lok%20Pankow','4731,BTTV','TTC Lok Pankow'
'TTC%20Mariendorf','4732,BTTV','TTC Mariendorf'
'TTC%20Neuk%C3%B6lln','4716,BTTV','TTC Neukölln'
'TTC%20Pallas-Grunewald','4736,BTTV','TTC Pallas-Grunewald'
'TTC%20Schwarz-Wei%C3%9F%20Rudow','4748,BTTV','TTC Schwarz-Weiß Rudow'
'TTC%20S%C3%BCdost','4738,BTTV','TTC Südost'
'TTC%20Zehlendorf','4752,BTTV','TTC Zehlendorf'
'TTV%20Friedrichsfelde','4760,BTTV','TTV Friedrichsfelde'
'TTV%20Preu%C3%9Fen%2090','4802,BTTV','TTV Preußen 90'
'TTV%20Springpfuhl','4761,BTTV','TTV Springpfuhl'
